id,column,annotation,noise_type
7417541679802060050.mp4_scene_5,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_5,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_5,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_5,shot_scale_vlm_1c_06,Uncertain.,Invalid label
7417541679802060050.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up view with a focus on the text and some blurred background details. However, it's challenging to determine the exact shot scale due to the lack of clear visual elements and context provided by the image.",Tuple format error
7417541679802060050.mp4_scene_5,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7417541679802060050.mp4_scene_6,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_6,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_6,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows a building and some text overlaying it, but it's unclear if there is a clear subject or focus within the frame due to the limited information provided.)",Tuple format error
7417541679802060050.mp4_scene_6,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium full shot'.,Invalid label
7417541679802060050.mp4_scene_7,shot_scale_vlm_1c_06,Uncertain.,Invalid label
7417541679802060050.mp4_scene_7,shot_scale_vlm_1c_08,Uncertain.,Invalid label
7417541679802060050.mp4_scene_7,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a close-up shot with a blurred background, making it difficult to determine the exact shot scale.)",Tuple format error
7417541679802060050.mp4_scene_7,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium full shot'.,Invalid label
7417541679802060050.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7417541679802060050.mp4_scene_9,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7417541679802060050.mp4_scene_10,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7417541679802060050.mp4_scene_11,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in military uniform, fills most of the frame from head to shoulders.",Invalid label
7417541679802060050.mp4_scene_12,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty shot with no discernible subject or focus. However, the presence of text and a partially visible sky suggests that there might be some elements in the frame that could provide context for a classification. Without more visual information, it is difficult to determine the exact shot scale.",Tuple format error
7417541679802060050.mp4_scene_12,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7417541679802060050.mp4_scene_13,shot_scale_vlm_1c_06,Uncertain.,Invalid label
7417541679802060050.mp4_scene_13,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7417541679802060050.mp4_scene_13,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an aerial view with no discernible subject or focus, showing only the setting or environment. However, the text overlay and the lack of a clear subject make it difficult to classify the shot scale accurately.",Tuple format error
7417541679802060050.mp4_scene_13,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7417541679802060050.mp4_scene_14,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7417541679802060050.mp4_scene_16,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame shows a night sky with bright lights and text overlay, but no discernible subject or focus within the visible area.)",Tuple format error
7417541679802060050.mp4_scene_16,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7417541679802060050.mp4_scene_17,shot_scale_vlm_1a_04_tuple,"('Wide shot', 'The frame shows multiple people and a large fire with significant background details like trees and buildings, indicating that the subject (people) is seen in full but not as prominently as they would be in a close-up.)",Tuple format error
7417541679802060050.mp4_scene_17,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_17,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_17,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Wide Shot (WS). The subject, which appears to be a group of people and a building on fire, is fully visible with the background dominating them.",Invalid label
7417541679802060050.mp4_scene_17,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Wide Shot.,Invalid label
7417541679802060050.mp4_scene_18,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_18,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_18,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_18,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which appears to be a vehicle on the road, is framed from the waist up and occupies most of the frame. The background includes the surrounding environment with visible smoke, but it does not dominate the scene as much as the subject does.",Invalid label
7417541679802060050.mp4_scene_18,shot_scale_vlm_1c_04_tuple,"('Wide shot', 'The subject (the landscape) is fully visible with significant background prominence, showing a wide view including the road sign and distant smoke.)",Tuple format error
7417541679802060050.mp4_scene_18,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and occupies most of the frame, with the background showing a road sign and distant smoke.)",Tuple format error
7417541679802060050.mp4_scene_18,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (the car) is framed from the waist up, and the background includes a road sign and some distant scenery.",Invalid label
7417541679802060050.mp4_scene_19,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Wide shot.,Invalid label
7417541679802060050.mp4_scene_20,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_20,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_20,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7417541679802060050.mp4_scene_20,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject, a firefighter, is framed from the waist up and takes up most of the frame. The background includes the environment with buildings and vehicles, but it is not as prominent as the subject.",Invalid label
7417541679802060050.mp4_scene_21,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7417541679802060050.mp4_scene_22,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7414538490660048135.mp4_scene_1,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7414538490660048135.mp4_scene_2,shot_scale_vlm_1c_06,Medium full shot.,Invalid label
7414538490660048135.mp4_scene_2,shot_scale_vlm_1c_07,Medium full shot.,Invalid label
7414538490660048135.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (the interior of a vehicle) is framed from the waist up, and the background is visible but not as prominent as in a wide shot.",Invalid label
7414538490660048135.mp4_scene_3,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7414538490660048135.mp4_scene_4,shot_scale_vlm_1b_10_filler,"The shot in the image can be classified as a Medium Shot (MS). The subject is framed from the waist up, and the background includes the surrounding environment.",Invalid label
7414538490660048135.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (a person in a vehicle) is framed from the waist up, and the background includes the surrounding environment but does not dominate the frame.",Invalid label
7414538490660048135.mp4_scene_5,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close Up.,Invalid label
7414538490660048135.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (soldiers in a vehicle) is framed from the waist up, and they take up most of the frame.",Invalid label
7414538490660048135.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7414538490660048135.mp4_scene_8,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7414538490660048135.mp4_scene_8,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7414538490660048135.mp4_scene_8,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7414538490660048135.mp4_scene_8,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Wide Shot (WS). The subject, a person standing in an open area with the landscape and sky as part of the background, fits into the category of a wide shot where the subject can be seen in full with the background dominating them.",Invalid label
7414538490660048135.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Wide Shot. The subject, a person standing in a desert-like environment, is visible from head to toe with the background (the landscape and sky) dominating the frame.",Invalid label
7414538490660048135.mp4_scene_9,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7414538490660048135.mp4_scene_10,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (a person in a vehicle) is framed from the waist up, and the background is visible but not as prominent as in a wide shot.",Invalid label
7414538490660048135.mp4_scene_11,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7414538490660048135.mp4_scene_12,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame shows a debris-filled area with no clear subject or focal point, focusing instead on the environment and setting.)",Tuple format error
7414538490660048135.mp4_scene_12,shot_scale_vlm_1c_08,Medium shot.,Invalid label
7414538490660048135.mp4_scene_12,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7414538490660048135.mp4_scene_13,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close Up.,Invalid label
7414538490660048135.mp4_scene_14,shot_scale_vlm_1c_06,Uncertain.,Invalid label
7414538490660048135.mp4_scene_14,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7414538490660048135.mp4_scene_14,shot_scale_vlm_1c_08,Uncertain.,Invalid label
7414538490660048135.mp4_scene_14,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken from a video with a focus on the environment and setting rather than a specific subject. However, without more context or visual elements that clearly define the shot scale, it is difficult to accurately classify this still image.",Tuple format error
