id,spox_gender_m,location_m,combat_presence_m,shot_scale_m,selfie_m
7400439237939563796.mp4_scene_9,M,Indoor,Non-combat,Medium shot,Non-selfie
7400439237939563796.mp4_scene_10,F,Indoor,Non-combat,Medium full shot,Non-selfie
7400840806661197077.mp4_scene_1,M,Indoor,Non-combat,Medium close up,Non-selfie
7400840806661197077.mp4_scene_2,M,Indoor,Non-combat,Medium close up,Non-selfie
7400840806661197077.mp4_scene_3,M,Indoor,Non-combat,Medium close up,Non-selfie
7400840806661197077.mp4_scene_4,no_spox,Outdoor,Combat,Empty,Non-selfie
7400840806661197077.mp4_scene_5,no_spox,Outdoor,Combat,Empty,Non-selfie
7400840806661197077.mp4_scene_6,no_spox,Outdoor,Combat,Empty,Non-selfie
7400840806661197077.mp4_scene_7,M,Indoor,Non-combat,Medium close up,Non-selfie
7400840806661197077.mp4_scene_8,no_spox,Outdoor,Combat,Empty,Non-selfie
7400840806661197077.mp4_scene_9,no_spox,Outdoor,Combat,Empty,Non-selfie
7400840806661197077.mp4_scene_10,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7400840806661197077.mp4_scene_11,no_spox,Outdoor,Combat,Empty,Non-selfie
7400840806661197077.mp4_scene_12,no_spox,Outdoor,Combat,Empty,Non-selfie
7400840806661197077.mp4_scene_13,M,Indoor,Non-combat,Medium close up,Non-selfie
7404838712183508231.mp4_scene_1,M,Outdoor,Combat,Wide shot,Non-selfie
7404838712183508231.mp4_scene_2,M,Outdoor,Combat,Medium full shot,Non-selfie
7404838712183508231.mp4_scene_3,M,Outdoor,Combat,Medium shot,Non-selfie
7404838712183508231.mp4_scene_4,M,Outdoor,Combat,Wide shot,Non-selfie
7404838712183508231.mp4_scene_5,M,Outdoor,Combat,Medium full shot,Non-selfie
7404838712183508231.mp4_scene_6,M,Outdoor,Combat,Full shot,Non-selfie
7404838712183508231.mp4_scene_7,M,Outdoor,Combat,Medium shot,Non-selfie
7404838712183508231.mp4_scene_8,M,Outdoor,Combat,Medium shot,Non-selfie
7405981980120075540.mp4_scene_1,F,Outdoor,Non-combat,Medium shot,Non-selfie
7405981980120075540.mp4_scene_2,F,Outdoor,Non-combat,Medium shot,Non-selfie
7405981980120075540.mp4_scene_3,no_spox,Outdoor,Combat,Empty,Non-selfie
7405981980120075540.mp4_scene_4,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7405981980120075540.mp4_scene_5,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7405981980120075540.mp4_scene_6,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7405981980120075540.mp4_scene_7,no_spox,Graphics,Graphics,Empty,Non-selfie
7405981980120075540.mp4_scene_8,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7405981980120075540.mp4_scene_9,F,Outdoor,Non-combat,Medium shot,Non-selfie
7405981980120075540.mp4_scene_10,no_spox,Indoor,Combat,Empty,Non-selfie
7405981980120075540.mp4_scene_11,no_spox,Indoor,Combat,Medium full shot,Non-selfie
7405981980120075540.mp4_scene_12,no_spox,Indoor,Combat,Empty,Non-selfie
7405981980120075540.mp4_scene_13,F,Outdoor,Non-combat,Medium shot,Non-selfie
7405981980120075540.mp4_scene_14,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7405981980120075540.mp4_scene_15,F,Outdoor,Non-combat,Medium shot,Non-selfie
7405981980120075540.mp4_scene_16,F,Outdoor,Non-combat,Medium shot,Non-selfie
7405981980120075540.mp4_scene_17,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7405981980120075540.mp4_scene_18,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7413374980831874312.mp4_scene_1,M,Outdoor,Combat,Medium shot,Non-selfie
7413374980831874312.mp4_scene_2,no_spox,Outdoor,Combat,Empty,Non-selfie
7413374980831874312.mp4_scene_3,no_spox,Outdoor,Combat,Empty,Non-selfie
7413374980831874312.mp4_scene_4,M,Outdoor,Combat,Medium shot,Non-selfie
7413374980831874312.mp4_scene_5,M,Outdoor,Combat,Medium shot,Non-selfie
7413374980831874312.mp4_scene_6,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7413374980831874312.mp4_scene_7,no_spox,Indoor,Combat,Empty,Non-selfie
7413374980831874312.mp4_scene_8,M,Indoor,Combat,Full shot,Non-selfie
7413374980831874312.mp4_scene_9,M,Indoor,Combat,Full shot,Non-selfie
7413374980831874312.mp4_scene_10,M,Indoor,Combat,Medium close up,Non-selfie
7413374980831874312.mp4_scene_11,M,Indoor,Combat,Full shot,Non-selfie
7413374980831874312.mp4_scene_12,no_spox,Indoor,Combat,Full shot,Non-selfie
7413374980831874312.mp4_scene_13,M,Indoor,Combat,Full shot,Non-selfie
7413374980831874312.mp4_scene_14,no_spox,Indoor,Combat,Empty,Non-selfie
7413374980831874312.mp4_scene_15,no_spox,Indoor,Combat,Empty,Non-selfie
7413374980831874312.mp4_scene_16,no_spox,Indoor,Combat,Empty,Non-selfie
7413374980831874312.mp4_scene_17,no_spox,Indoor,Combat,Empty,Non-selfie
7414538490660048135.mp4_scene_1,F,Outdoor,Non-combat,Medium close up,Selfie
7414538490660048135.mp4_scene_2,no_spox,Indoor,Non-combat,Empty,Non-selfie
7414538490660048135.mp4_scene_3,F,Outdoor,Non-combat,Medium close up,Selfie
7414538490660048135.mp4_scene_4,no_spox,Outdoor,Combat,Empty,Non-selfie
7414538490660048135.mp4_scene_5,F,Outdoor,Non-combat,Medium close up,Selfie
7414538490660048135.mp4_scene_6,no_spox,Outdoor,Combat,Empty,Non-selfie
7414538490660048135.mp4_scene_7,F,Outdoor,Combat,Medium close up,Selfie
7414538490660048135.mp4_scene_8,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7414538490660048135.mp4_scene_9,F,Indoor,Combat,Medium close up,Selfie
7414538490660048135.mp4_scene_10,no_spox,Indoor,Combat,Empty,Non-selfie
7414538490660048135.mp4_scene_11,F,Outdoor,Combat,Medium close up,Selfie
7414538490660048135.mp4_scene_12,no_spox,Outdoor,Combat,Empty,Non-selfie
7414538490660048135.mp4_scene_13,F,Outdoor,Combat,Medium close up,Selfie
7414538490660048135.mp4_scene_14,no_spox,Outdoor,Combat,Empty,Non-selfie
7414538490660048135.mp4_scene_15,F,Outdoor,Combat,Medium close up,Selfie
7414538490660048135.mp4_scene_16,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7417541679802060050.mp4_scene_1,M,Indoor,Non-combat,Medium shot,Non-selfie
7417541679802060050.mp4_scene_2,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7417541679802060050.mp4_scene_3,no_spox,Outdoor,Combat,Empty,Non-selfie
7417541679802060050.mp4_scene_4,no_spox,Outdoor,Combat,Empty,Non-selfie
7417541679802060050.mp4_scene_5,no_spox,Outdoor,Combat,Empty,Non-selfie
7417541679802060050.mp4_scene_6,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7417541679802060050.mp4_scene_7,no_spox,Outdoor,Combat,Empty,Non-selfie
7417541679802060050.mp4_scene_8,M,Indoor,Non-combat,Medium shot,Non-selfie
7417541679802060050.mp4_scene_9,M,Indoor,Non-combat,Medium shot,Non-selfie
7417541679802060050.mp4_scene_10,M,Indoor,Non-combat,Medium close up,Non-selfie
7417541679802060050.mp4_scene_11,M,Indoor,Non-combat,Medium shot,Non-selfie
7417541679802060050.mp4_scene_12,no_spox,Graphics,Graphics,Empty,Non-selfie
7417541679802060050.mp4_scene_13,no_spox,Graphics,Graphics,Empty,Non-selfie
7417541679802060050.mp4_scene_14,M,Indoor,Non-combat,Medium shot,Non-selfie
7417541679802060050.mp4_scene_15,M,Indoor,Non-combat,Medium shot,Non-selfie
7417541679802060050.mp4_scene_16,no_spox,Outdoor,Combat,Empty,Non-selfie
7417541679802060050.mp4_scene_17,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7417541679802060050.mp4_scene_18,no_spox,Outdoor,Combat,Empty,Non-selfie
7417541679802060050.mp4_scene_19,no_spox,Outdoor,Combat,Empty,Non-selfie
7417541679802060050.mp4_scene_20,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7417541679802060050.mp4_scene_21,M,Indoor,Non-combat,Medium shot,Non-selfie
7417541679802060050.mp4_scene_22,M,Indoor,Non-combat,Medium shot,Non-selfie
7421923208376405266.mp4_scene_1,F,Outdoor,Non-combat,Medium shot,Non-selfie
7421923208376405266.mp4_scene_2,no_spox,Outdoor,Combat,Full shot,Non-selfie
7421923208376405266.mp4_scene_3,no_spox,Indoor,Combat,Empty,Non-selfie
7421923208376405266.mp4_scene_4,no_spox,Outdoor,Combat,Medium shot,Non-selfie
7421923208376405266.mp4_scene_5,F,Outdoor,Non-combat,Medium shot,Non-selfie
7421923208376405266.mp4_scene_6,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7421923208376405266.mp4_scene_7,F,Outdoor,Non-combat,Medium shot,Non-selfie
7421923208376405266.mp4_scene_8,no_spox,Indoor,Combat,Empty,Non-selfie
7421923208376405266.mp4_scene_9,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7421923208376405266.mp4_scene_10,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7421923208376405266.mp4_scene_11,no_spox,Outdoor,Combat,Empty,Non-selfie
7421923208376405266.mp4_scene_12,F,Outdoor,Non-combat,Medium shot,Non-selfie
7422617346390494471.mp4_scene_1,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7422617346390494471.mp4_scene_2,M,Indoor,Non-combat,Medium shot,Non-selfie
7422617346390494471.mp4_scene_3,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7422617346390494471.mp4_scene_4,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7422617346390494471.mp4_scene_5,no_spox,Outdoor,Combat,Empty,Non-selfie
7422617346390494471.mp4_scene_6,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7422617346390494471.mp4_scene_7,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7422617346390494471.mp4_scene_8,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7422617346390494471.mp4_scene_9,no_spox,Indoor,Non-combat,Medium close up,Non-selfie
7422617346390494471.mp4_scene_10,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7422617346390494471.mp4_scene_11,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7422617346390494471.mp4_scene_12,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7422617346390494471.mp4_scene_13,no_spox,Indoor,Non-combat,Full shot,Non-selfie
7422617346390494471.mp4_scene_14,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7422617346390494471.mp4_scene_15,no_spox,Indoor,Non-combat,Full shot,Non-selfie
7422617346390494471.mp4_scene_16,no_spox,Outdoor,Non-combat,Wide shot,Non-selfie
7422617346390494471.mp4_scene_17,no_spox,Outdoor,Non-combat,Full shot,Non-selfie
7422680433990569234.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_2,F,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_3,M,Outdoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_4,M,Outdoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_5,M,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_6,F,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_7,F,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_8,M,Outdoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_9,M,Outdoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_10,M,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_11,M,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_12,F,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_13,F,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_14,F,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_15,M,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_16,F,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_17,M,Outdoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_18,M,Outdoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_19,M,Outdoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_20,M,Outdoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_21,M,Outdoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_22,F,Indoor,Non-combat,Medium shot,Non-selfie
7422680433990569234.mp4_scene_23,M,Outdoor,Non-combat,Medium shot,Non-selfie
7422934013553216775.mp4_scene_1,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7422934013553216775.mp4_scene_2,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7422934013553216775.mp4_scene_3,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7422934013553216775.mp4_scene_4,no_spox,Outdoor,Combat,Full shot,Non-selfie
7422934013553216775.mp4_scene_5,no_spox,Indoor,Combat,Wide shot,Non-selfie
7422934013553216775.mp4_scene_6,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7422934013553216775.mp4_scene_7,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7422934013553216775.mp4_scene_8,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7422934013553216775.mp4_scene_9,F,Outdoor,Non-combat,Medium shot,Non-selfie
7422934013553216775.mp4_scene_10,F,Outdoor,Non-combat,Medium full shot,Non-selfie
